index,name,layer,family,role,offset,end,size_bytes,size_mib,size_gib,shape,type
78,blk.3.ffn_down_exps.weight,3,moe_expert,expert_down,2416709312,2591166144,174456832,166.375,0.1624755859375,704x2816x128,6
79,blk.3.ffn_gate.weight,3,shared_ffn,shared_ffn_gate,2591166144,2594511552,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
80,blk.3.ffn_gate_inp.scale,3,moe_router,router_scale,2594511552,2594522816,11264,0.0107421875,1.049041748046875e-05,2816,0
81,blk.3.ffn_gate_inp.weight,3,moe_router,router_weight,2594522816,2595964608,1441792,1.375,0.0013427734375,2816x128,0
82,blk.3.ffn_gate_up_exps.weight,3,moe_expert,expert_gate_up,2595964608,2881439424,285474816,272.25,0.265869140625,2816x1408x128,12
83,blk.3.ffn_norm.weight,3,norm_scale,norm,2881439424,2881450688,11264,0.0107421875,1.049041748046875e-05,2816,0
84,blk.3.ffn_up.weight,3,shared_ffn,shared_ffn_up,2881450688,2884796096,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
85,blk.3.layer_output_scale.weight,3,norm_scale,layer_output_scale,2884796096,2884796100,4,3.814697265625e-06,3.725290298461914e-09,1,0
86,blk.3.post_attention_norm.weight,3,norm_scale,norm,2884796128,2884807392,11264,0.0107421875,1.049041748046875e-05,2816,0
87,blk.3.post_ffw_norm.weight,3,norm_scale,norm,2884807392,2884818656,11264,0.0107421875,1.049041748046875e-05,2816,0
88,blk.3.post_ffw_norm_1.weight,3,norm_scale,norm,2884818656,2884829920,11264,0.0107421875,1.049041748046875e-05,2816,0
89,blk.3.post_ffw_norm_2.weight,3,norm_scale,norm,2884829920,2884841184,11264,0.0107421875,1.049041748046875e-05,2816,0
90,blk.3.pre_ffw_norm_2.weight,3,norm_scale,norm,2884841184,2884852448,11264,0.0107421875,1.049041748046875e-05,2816,0
91,blk.4.attn_k.weight,4,attention,attn_k,2884852448,2888096480,3244032,3.09375,0.003021240234375,2816x2048,12
92,blk.4.attn_k_norm.weight,4,norm_scale,norm,2888096480,2888097504,1024,0.0009765625,9.5367431640625e-07,256,0
93,blk.4.attn_norm.weight,4,norm_scale,norm,2888097504,2888108768,11264,0.0107421875,1.049041748046875e-05,2816,0
94,blk.4.attn_output.weight,4,attention,attn_output,2888108768,2894596832,6488064,6.1875,0.00604248046875,4096x2816,12
95,blk.4.attn_q.weight,4,attention,attn_q,2894596832,2901084896,6488064,6.1875,0.00604248046875,2816x4096,12
96,blk.4.attn_q_norm.weight,4,norm_scale,norm,2901084896,2901085920,1024,0.0009765625,9.5367431640625e-07,256,0
97,blk.4.attn_v.weight,4,attention,attn_v,2901085920,2904329952,3244032,3.09375,0.003021240234375,2816x2048,12
98,blk.4.ffn_down.weight,4,shared_ffn,shared_ffn_down,2904329952,2908418784,4088832,3.8994140625,0.0038080215454101562,2112x2816,6
99,blk.4.ffn_down_exps.scale,4,moe_expert,expert_down_scale,2908418784,2908419296,512,0.00048828125,4.76837158203125e-07,128,0
100,blk.4.ffn_down_exps.weight,4,moe_expert,expert_down,2908419296,3082876128,174456832,166.375,0.1624755859375,704x2816x128,6
101,blk.4.ffn_gate.weight,4,shared_ffn,shared_ffn_gate,3082876128,3086221536,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
102,blk.4.ffn_gate_inp.scale,4,moe_router,router_scale,3086221536,3086232800,11264,0.0107421875,1.049041748046875e-05,2816,0
103,blk.4.ffn_gate_inp.weight,4,moe_router,router_weight,3086232800,3087674592,1441792,1.375,0.0013427734375,2816x128,0
104,blk.4.ffn_gate_up_exps.weight,4,moe_expert,expert_gate_up,3087674592,3373149408,285474816,272.25,0.265869140625,2816x1408x128,12
105,blk.4.ffn_norm.weight,4,norm_scale,norm,3373149408,3373160672,11264,0.0107421875,1.049041748046875e-05,2816,0
106,blk.4.ffn_up.weight,4,shared_ffn,shared_ffn_up,3373160672,3376506080,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
107,blk.4.layer_output_scale.weight,4,norm_scale,layer_output_scale,3376506080,3376506084,4,3.814697265625e-06,3.725290298461914e-09,1,0
108,blk.4.post_attention_norm.weight,4,norm_scale,norm,3376506112,3376517376,11264,0.0107421875,1.049041748046875e-05,2816,0
109,blk.4.post_ffw_norm.weight,4,norm_scale,norm,3376517376,3376528640,11264,0.0107421875,1.049041748046875e-05,2816,0
110,blk.4.post_ffw_norm_1.weight,4,norm_scale,norm,3376528640,3376539904,11264,0.0107421875,1.049041748046875e-05,2816,0
111,blk.4.post_ffw_norm_2.weight,4,norm_scale,norm,3376539904,3376551168,11264,0.0107421875,1.049041748046875e-05,2816,0
112,blk.4.pre_ffw_norm_2.weight,4,norm_scale,norm,3376551168,3376562432,11264,0.0107421875,1.049041748046875e-05,2816,0
113,blk.5.attn_k.weight,5,attention,attn_k,3376562432,3378184448,1622016,1.546875,0.0015106201171875,2816x1024,12
114,blk.5.attn_k_norm.weight,5,norm_scale,norm,3378184448,3378186496,2048,0.001953125,1.9073486328125e-06,512,0
115,blk.5.attn_norm.weight,5,norm_scale,norm,3378186496,3378197760,11264,0.0107421875,1.049041748046875e-05,2816,0
116,blk.5.attn_output.weight,5,attention,attn_output,3378197760,3391173888,12976128,12.375,0.0120849609375,8192x2816,12
117,blk.5.attn_q.weight,5,attention,attn_q,3391173888,3404150016,12976128,12.375,0.0120849609375,2816x8192,12
118,blk.5.attn_q_norm.weight,5,norm_scale,norm,3404150016,3404152064,2048,0.001953125,1.9073486328125e-06,512,0
119,blk.5.ffn_down.weight,5,shared_ffn,shared_ffn_down,3404152064,3410471168,6319104,6.0263671875,0.005885124206542969,2112x2816,8
120,blk.5.ffn_down_exps.scale,5,moe_expert,expert_down_scale,3410471168,3410471680,512,0.00048828125,4.76837158203125e-07,128,0
121,blk.5.ffn_down_exps.weight,5,moe_expert,expert_down,3410471680,3680086784,269615104,257.125,0.2510986328125,704x2816x128,8
122,blk.5.ffn_gate.weight,5,shared_ffn,shared_ffn_gate,3680086784,3683432192,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
123,blk.5.ffn_gate_inp.scale,5,moe_router,router_scale,3683432192,3683443456,11264,0.0107421875,1.049041748046875e-05,2816,0
124,blk.5.ffn_gate_inp.weight,5,moe_router,router_weight,3683443456,3684885248,1441792,1.375,0.0013427734375,2816x128,0
125,blk.5.ffn_gate_up_exps.weight,5,moe_expert,expert_gate_up,3684885248,3970360064,285474816,272.25,0.265869140625,2816x1408x128,12
126,blk.5.ffn_norm.weight,5,norm_scale,norm,3970360064,3970371328,11264,0.0107421875,1.049041748046875e-05,2816,0
127,blk.5.ffn_up.weight,5,shared_ffn,shared_ffn_up,3970371328,3973716736,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
128,blk.5.layer_output_scale.weight,5,norm_scale,layer_output_scale,3973716736,3973716740,4,3.814697265625e-06,3.725290298461914e-09,1,0
129,blk.5.post_attention_norm.weight,5,norm_scale,norm,3973716768,3973728032,11264,0.0107421875,1.049041748046875e-05,2816,0
130,blk.5.post_ffw_norm.weight,5,norm_scale,norm,3973728032,3973739296,11264,0.0107421875,1.049041748046875e-05,2816,0
131,blk.5.post_ffw_norm_1.weight,5,norm_scale,norm,3973739296,3973750560,11264,0.0107421875,1.049041748046875e-05,2816,0
132,blk.5.post_ffw_norm_2.weight,5,norm_scale,norm,3973750560,3973761824,11264,0.0107421875,1.049041748046875e-05,2816,0
133,blk.5.pre_ffw_norm_2.weight,5,norm_scale,norm,3973761824,3973773088,11264,0.0107421875,1.049041748046875e-05,2816,0
134,blk.6.attn_k.weight,6,attention,attn_k,3973773088,3977017120,3244032,3.09375,0.003021240234375,2816x2048,12
135,blk.6.attn_k_norm.weight,6,norm_scale,norm,3977017120,3977018144,1024,0.0009765625,9.5367431640625e-07,256,0
136,blk.6.attn_norm.weight,6,norm_scale,norm,3977018144,3977029408,11264,0.0107421875,1.049041748046875e-05,2816,0
137,blk.6.attn_output.weight,6,attention,attn_output,3977029408,3983517472,6488064,6.1875,0.00604248046875,4096x2816,12
138,blk.6.attn_q.weight,6,attention,attn_q,3983517472,3990005536,6488064,6.1875,0.00604248046875,2816x4096,12
139,blk.6.attn_q_norm.weight,6,norm_scale,norm,3990005536,3990006560,1024,0.0009765625,9.5367431640625e-07,256,0
140,blk.6.attn_v.weight,6,attention,attn_v,3990006560,3994737440,4730880,4.51171875,0.004405975341796875,2816x2048,14
141,blk.6.ffn_down.weight,6,shared_ffn,shared_ffn_down,3994737440,3998826272,4088832,3.8994140625,0.0038080215454101562,2112x2816,6
142,blk.6.ffn_down_exps.scale,6,moe_expert,expert_down_scale,3998826272,3998826784,512,0.00048828125,4.76837158203125e-07,128,0
143,blk.6.ffn_down_exps.weight,6,moe_expert,expert_down,3998826784,4173283616,174456832,166.375,0.1624755859375,704x2816x128,6
144,blk.6.ffn_gate.weight,6,shared_ffn,shared_ffn_gate,4173283616,4176629024,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
145,blk.6.ffn_gate_inp.scale,6,moe_router,router_scale,4176629024,4176640288,11264,0.0107421875,1.049041748046875e-05,2816,0
146,blk.6.ffn_gate_inp.weight,6,moe_router,router_weight,4176640288,4178082080,1441792,1.375,0.0013427734375,2816x128,0
147,blk.6.ffn_gate_up_exps.weight,6,moe_expert,expert_gate_up,4178082080,4463556896,285474816,272.25,0.265869140625,2816x1408x128,12
148,blk.6.ffn_norm.weight,6,norm_scale,norm,4463556896,4463568160,11264,0.0107421875,1.049041748046875e-05,2816,0
149,blk.6.ffn_up.weight,6,shared_ffn,shared_ffn_up,4463568160,4466913568,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
150,blk.6.layer_output_scale.weight,6,norm_scale,layer_output_scale,4466913568,4466913572,4,3.814697265625e-06,3.725290298461914e-09,1,0
151,blk.6.post_attention_norm.weight,6,norm_scale,norm,4466913600,4466924864,11264,0.0107421875,1.049041748046875e-05,2816,0
152,blk.6.post_ffw_norm.weight,6,norm_scale,norm,4466924864,4466936128,11264,0.0107421875,1.049041748046875e-05,2816,0
153,blk.6.post_ffw_norm_1.weight,6,norm_scale,norm,4466936128,4466947392,11264,0.0107421875,1.049041748046875e-05,2816,0
154,blk.6.post_ffw_norm_2.weight,6,norm_scale,norm,4466947392,4466958656,11264,0.0107421875,1.049041748046875e-05,2816,0
155,blk.6.pre_ffw_norm_2.weight,6,norm_scale,norm,4466958656,4466969920,11264,0.0107421875,1.049041748046875e-05,2816,0
156,blk.7.attn_k.weight,7,attention,attn_k,4466969920,4470213952,3244032,3.09375,0.003021240234375,2816x2048,12
157,blk.7.attn_k_norm.weight,7,norm_scale,norm,4470213952,4470214976,1024,0.0009765625,9.5367431640625e-07,256,0
158,blk.7.attn_norm.weight,7,norm_scale,norm,4470214976,4470226240,11264,0.0107421875,1.049041748046875e-05,2816,0
159,blk.7.attn_output.weight,7,attention,attn_output,4470226240,4476714304,6488064,6.1875,0.00604248046875,4096x2816,12
160,blk.7.attn_q.weight,7,attention,attn_q,4476714304,4483202368,6488064,6.1875,0.00604248046875,2816x4096,12
161,blk.7.attn_q_norm.weight,7,norm_scale,norm,4483202368,4483203392,1024,0.0009765625,9.5367431640625e-07,256,0
162,blk.7.attn_v.weight,7,attention,attn_v,4483203392,4486447424,3244032,3.09375,0.003021240234375,2816x2048,12
163,blk.7.ffn_down.weight,7,shared_ffn,shared_ffn_down,4486447424,4490536256,4088832,3.8994140625,0.0038080215454101562,2112x2816,6
164,blk.7.ffn_down_exps.scale,7,moe_expert,expert_down_scale,4490536256,4490536768,512,0.00048828125,4.76837158203125e-07,128,0
165,blk.7.ffn_down_exps.weight,7,moe_expert,expert_down,4490536768,4664993600,174456832,166.375,0.1624755859375,704x2816x128,6
166,blk.7.ffn_gate.weight,7,shared_ffn,shared_ffn_gate,4664993600,4668339008,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
167,blk.7.ffn_gate_inp.scale,7,moe_router,router_scale,4668339008,4668350272,11264,0.0107421875,1.049041748046875e-05,2816,0
168,blk.7.ffn_gate_inp.weight,7,moe_router,router_weight,4668350272,4669792064,1441792,1.375,0.0013427734375,2816x128,0
169,blk.7.ffn_gate_up_exps.weight,7,moe_expert,expert_gate_up,4669792064,4955266880,285474816,272.25,0.265869140625,2816x1408x128,12
170,blk.7.ffn_norm.weight,7,norm_scale,norm,4955266880,4955278144,11264,0.0107421875,1.049041748046875e-05,2816,0
171,blk.7.ffn_up.weight,7,shared_ffn,shared_ffn_up,4955278144,4958623552,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
172,blk.7.layer_output_scale.weight,7,norm_scale,layer_output_scale,4958623552,4958623556,4,3.814697265625e-06,3.725290298461914e-09,1,0
173,blk.7.post_attention_norm.weight,7,norm_scale,norm,4958623584,4958634848,11264,0.0107421875,1.049041748046875e-05,2816,0
174,blk.7.post_ffw_norm.weight,7,norm_scale,norm,4958634848,4958646112,11264,0.0107421875,1.049041748046875e-05,2816,0
175,blk.7.post_ffw_norm_1.weight,7,norm_scale,norm,4958646112,4958657376,11264,0.0107421875,1.049041748046875e-05,2816,0
176,blk.7.post_ffw_norm_2.weight,7,norm_scale,norm,4958657376,4958668640,11264,0.0107421875,1.049041748046875e-05,2816,0
177,blk.7.pre_ffw_norm_2.weight,7,norm_scale,norm,4958668640,4958679904,11264,0.0107421875,1.049041748046875e-05,2816,0
178,blk.8.attn_k.weight,8,attention,attn_k,4958679904,4961923936,3244032,3.09375,0.003021240234375,2816x2048,12
179,blk.8.attn_k_norm.weight,8,norm_scale,norm,4961923936,4961924960,1024,0.0009765625,9.5367431640625e-07,256,0
180,blk.8.attn_norm.weight,8,norm_scale,norm,4961924960,4961936224,11264,0.0107421875,1.049041748046875e-05,2816,0
181,blk.8.attn_output.weight,8,attention,attn_output,4961936224,4968424288,6488064,6.1875,0.00604248046875,4096x2816,12
182,blk.8.attn_q.weight,8,attention,attn_q,4968424288,4974912352,6488064,6.1875,0.00604248046875,2816x4096,12
183,blk.8.attn_q_norm.weight,8,norm_scale,norm,4974912352,4974913376,1024,0.0009765625,9.5367431640625e-07,256,0
184,blk.8.attn_v.weight,8,attention,attn_v,4974913376,4978157408,3244032,3.09375,0.003021240234375,2816x2048,12
185,blk.8.ffn_down.weight,8,shared_ffn,shared_ffn_down,4978157408,4984476512,6319104,6.0263671875,0.005885124206542969,2112x2816,8
186,blk.8.ffn_down_exps.scale,8,moe_expert,expert_down_scale,4984476512,4984477024,512,0.00048828125,4.76837158203125e-07,128,0
187,blk.8.ffn_down_exps.weight,8,moe_expert,expert_down,4984477024,5254092128,269615104,257.125,0.2510986328125,704x2816x128,8
188,blk.8.ffn_gate.weight,8,shared_ffn,shared_ffn_gate,5254092128,5257437536,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
189,blk.8.ffn_gate_inp.scale,8,moe_router,router_scale,5257437536,5257448800,11264,0.0107421875,1.049041748046875e-05,2816,0
190,blk.8.ffn_gate_inp.weight,8,moe_router,router_weight,5257448800,5258890592,1441792,1.375,0.0013427734375,2816x128,0
191,blk.8.ffn_gate_up_exps.weight,8,moe_expert,expert_gate_up,5258890592,5544365408,285474816,272.25,0.265869140625,2816x1408x128,12
192,blk.8.ffn_norm.weight,8,norm_scale,norm,5544365408,5544376672,11264,0.0107421875,1.049041748046875e-05,2816,0
193,blk.8.ffn_up.weight,8,shared_ffn,shared_ffn_up,5544376672,5547722080,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
194,blk.8.layer_output_scale.weight,8,norm_scale,layer_output_scale,5547722080,5547722084,4,3.814697265625e-06,3.725290298461914e-09,1,0
195,blk.8.post_attention_norm.weight,8,norm_scale,norm,5547722112,5547733376,11264,0.0107421875,1.049041748046875e-05,2816,0
196,blk.8.post_ffw_norm.weight,8,norm_scale,norm,5547733376,5547744640,11264,0.0107421875,1.049041748046875e-05,2816,0
197,blk.8.post_ffw_norm_1.weight,8,norm_scale,norm,5547744640,5547755904,11264,0.0107421875,1.049041748046875e-05,2816,0
198,blk.8.post_ffw_norm_2.weight,8,norm_scale,norm,5547755904,5547767168,11264,0.0107421875,1.049041748046875e-05,2816,0
199,blk.8.pre_ffw_norm_2.weight,8,norm_scale,norm,5547767168,5547778432,11264,0.0107421875,1.049041748046875e-05,2816,0
200,blk.9.attn_k.weight,9,attention,attn_k,5547778432,5551022464,3244032,3.09375,0.003021240234375,2816x2048,12
201,blk.9.attn_k_norm.weight,9,norm_scale,norm,5551022464,5551023488,1024,0.0009765625,9.5367431640625e-07,256,0
202,blk.9.attn_norm.weight,9,norm_scale,norm,5551023488,5551034752,11264,0.0107421875,1.049041748046875e-05,2816,0
203,blk.9.attn_output.weight,9,attention,attn_output,5551034752,5557522816,6488064,6.1875,0.00604248046875,4096x2816,12
204,blk.9.attn_q.weight,9,attention,attn_q,5557522816,5564010880,6488064,6.1875,0.00604248046875,2816x4096,12
205,blk.9.attn_q_norm.weight,9,norm_scale,norm,5564010880,5564011904,1024,0.0009765625,9.5367431640625e-07,256,0
206,blk.9.attn_v.weight,9,attention,attn_v,5564011904,5568742784,4730880,4.51171875,0.004405975341796875,2816x2048,14
207,blk.9.ffn_down.weight,9,shared_ffn,shared_ffn_down,5568742784,5572831616,4088832,3.8994140625,0.0038080215454101562,2112x2816,6
208,blk.9.ffn_down_exps.scale,9,moe_expert,expert_down_scale,5572831616,5572832128,512,0.00048828125,4.76837158203125e-07,128,0
209,blk.9.ffn_down_exps.weight,9,moe_expert,expert_down,5572832128,5747288960,174456832,166.375,0.1624755859375,704x2816x128,6
